觀測時間(hour),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),日照時數(hour),全天空日射量(MJ/㎡),TxSoil0cm,TxSoil5cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm
2024-09-01,1003.3,1004.8,2024-09-01T09:35:00,1002.0,2024-09-01T15:58:00,29.7,35.0,2024-09-01T12:37:00,26.7,2024-09-01T05:48:00,80.0,56.0,2024-09-01T11:46:00,0.8,324.0,6.3,315.0,2024-09-01T15:17:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-02,1002.8,1004.6,2024-09-02T08:39:00,1000.9,2024-09-02T17:27:00,30.2,35.1,2024-09-02T12:36:00,26.5,2024-09-02T05:52:00,82.0,49.0,2024-09-02T11:26:00,0.8,352.0,5.9,321.0,2024-09-02T13:46:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-03,1000.4,1002.9,2024-09-03T00:01:00,997.8,2024-09-03T19:27:00,30.7,36.5,2024-09-03T12:44:00,28.4,2024-09-03T05:58:00,82.0,54.0,2024-09-03T12:44:00,1.2,5.0,7.5,358.0,2024-09-03T13:41:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-04,997.4,999.2,2024-09-04T00:01:00,995.6,2024-09-04T15:32:00,30.7,34.7,2024-09-04T14:11:00,27.8,2024-09-04T03:01:00,78.0,56.0,2024-09-04T09:49:00,1.0,338.0,6.4,318.0,2024-09-04T14:40:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-05,998.0,999.7,2024-09-05T22:10:00,996.4,2024-09-05T02:12:00,28.9,35.2,2024-09-05T13:30:00,24.8,2024-09-05T16:06:00,87.0,52.0,2024-09-05T13:30:00,0.8,224.0,11.1,227.0,2024-09-05T15:56:00,7.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-06,1002.2,1005.4,2024-09-06T21:07:00,999.2,2024-09-06T00:06:00,29.4,35.8,2024-09-06T13:00:00,25.8,2024-09-06T05:23:00,83.0,52.0,2024-09-06T13:00:00,0.8,208.0,5.8,313.0,2024-09-06T13:23:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-07,1006.2,1008.4,2024-09-07T22:11:00,1004.9,2024-09-07T15:38:00,28.9,33.7,2024-09-07T14:14:00,26.5,2024-09-07T04:12:00,87.0,60.0,2024-09-07T14:15:00,0.7,228.0,5.6,235.0,2024-09-07T12:59:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-08,1005.2,1007.9,2024-09-08T00:03:00,1002.9,2024-09-08T15:09:00,27.3,32.7,2024-09-08T12:16:00,23.8,2024-09-08T18:01:00,90.0,65.0,2024-09-08T12:12:00,0.9,352.0,7.2,196.0,2024-09-08T17:28:00,50.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-09,1002.6,1004.0,2024-09-09T00:46:00,1000.4,2024-09-09T15:29:00,26.7,33.5,2024-09-09T13:44:00,23.7,2024-09-09T17:20:00,91.0,62.0,2024-09-09T13:39:00,0.9,147.0,10.9,141.0,2024-09-09T16:45:00,39.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-10,1001.9,1003.5,2024-09-10T23:18:00,1000.2,2024-09-10T15:36:00,28.8,33.5,2024-09-10T13:14:00,24.5,2024-09-10T04:33:00,84.0,59.0,2024-09-10T11:45:00,1.1,214.0,6.5,18.0,2024-09-10T13:56:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-11,1003.6,1005.0,2024-09-11T09:44:00,1001.7,2024-09-11T15:15:00,29.6,35.1,2024-09-11T12:58:00,26.6,2024-09-11T05:25:00,84.0,58.0,2024-09-11T12:33:00,0.8,137.0,5.7,311.0,2024-09-11T15:15:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-12,1002.5,1004.7,2024-09-12T00:01:00,1000.9,2024-09-12T00:01:00,29.0,32.2,2024-09-12T11:31:00,27.1,2024-09-12T06:22:00,89.0,70.0,2024-09-12T14:53:00,1.1,357.0,5.8,16.0,2024-09-12T15:02:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-13,999.1,1001.2,2024-09-13T08:04:00,996.4,2024-09-13T15:45:00,28.8,35.0,2024-09-13T13:04:00,25.9,2024-09-13T23:11:00,80.0,51.0,2024-09-13T13:04:00,1.2,148.0,8.4,197.0,2024-09-13T17:02:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-14,996.7,997.9,2024-09-14T09:42:00,995.5,2024-09-14T02:53:00,26.0,32.3,2024-09-14T12:00:00,23.4,2024-09-14T14:42:00,90.0,62.0,2024-09-14T12:08:00,0.7,224.0,9.2,234.0,2024-09-14T12:59:00,10.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-15,997.1,999.3,2024-09-15T23:40:00,995.4,2024-09-15T03:51:00,28.4,34.5,2024-09-15T15:29:00,23.3,2024-09-15T05:42:00,79.0,50.0,2024-09-15T15:55:00,0.8,347.0,6.6,320.0,2024-09-15T16:26:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-16,998.9,1000.0,2024-09-16T08:17:00,997.5,2024-09-16T13:54:00,29.5,34.7,2024-09-16T13:02:00,25.4,2024-09-16T05:41:00,82.0,55.0,2024-09-16T09:14:00,0.9,354.0,4.8,6.0,2024-09-16T16:02:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-17,998.9,1000.4,2024-09-17T10:15:00,996.9,2024-09-17T16:56:00,30.5,35.6,2024-09-17T12:02:00,27.2,2024-09-17T05:31:00,83.0,57.0,2024-09-17T10:31:00,1.0,325.0,8.1,13.0,2024-09-17T13:47:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-18,998.3,999.4,2024-09-18T09:20:00,996.8,2024-09-18T15:38:00,29.8,33.4,2024-09-18T15:22:00,26.8,2024-09-18T05:25:00,86.0,65.0,2024-09-18T15:18:00,0.8,308.0,4.7,39.0,2024-09-18T19:41:00,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2024-09-19,999.1,1001.1,2024-09-19T22:02:00,997.5,2024-09-19T14:15:00,29.6,34.8,2024-09-19T12:59:00,25.6,2024-09-19T20:16:00,84.0,58.0,2024-09-19T12:07:00,0.9,128.0,8.1,311.0,2024-09-19T15:01:00,17.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
