觀測時間(hour),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),日照時數(hour),全天空日射量(MJ/㎡),TxSoil0cm,TxSoil5cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm
2018-09-01,1005.8,1007.9,2018-09-01 00:04:00,1003.6,2018-09-01 15:38:00,28.3,32.0,2018-09-01 12:06:00,25.2,2018-09-01 05:23:00,88.0,56.0,2018-09-01 10:45:00,0.9,71.0,5.6,345.0,2018-09-01 15:22:00,0.0,,,,,,,,
2018-09-02,1003.1,1005.6,2018-09-02 00:08:00,1000.9,2018-09-02 15:05:00,28.3,31.8,2018-09-02 13:11:00,24.9,2018-09-02 04:18:00,88.0,62.0,2018-09-02 09:54:00,1.0,159.0,7.6,328.0,2018-09-02 14:53:00,0.5,,,,,,,,
2018-09-03,1001.6,1003.0,2018-09-03 07:04:00,999.8,2018-09-03 16:20:00,28.3,32.8,2018-09-03 13:54:00,24.2,2018-09-03 05:47:00,84.0,53.0,2018-09-03 14:05:00,1.5,245.0,7.0,221.0,2018-09-03 13:15:00,0.0,,,,,,,,
2018-09-04,1000.5,1001.7,2018-09-04 09:50:00,997.9,2018-09-04 15:08:00,28.9,33.1,2018-09-04 13:27:00,24.7,2018-09-04 04:55:00,87.0,60.0,2018-09-04 12:19:00,1.9,213.0,7.3,240.0,2018-09-04 15:56:00,0.0,,,,,,,,
2018-09-05,1001.0,1002.5,2018-09-05 22:24:00,999.2,2018-09-05 14:44:00,29.0,33.5,2018-09-05 11:19:00,27.1,2018-09-05 23:43:00,95.0,63.0,2018-09-05 11:33:00,1.0,216.0,5.7,336.0,2018-09-05 11:40:00,0.0,,,,,,,,
2018-09-06,1001.3,1002.6,2018-09-06 23:29:00,999.8,2018-09-06 14:17:00,28.0,32.6,2018-09-06 12:23:00,25.6,2018-09-06 16:39:00,92.0,61.0,2018-09-06 12:54:00,1.1,3.0,7.1,336.0,2018-09-06 13:35:00,0.0,,,,,,,,
2018-09-07,1001.9,1004.0,2018-09-07 20:29:00,999.7,2018-09-07 14:59:00,28.1,32.2,2018-09-07 14:54:00,24.2,2018-09-07 21:22:00,90.0,60.0,2018-09-07 11:37:00,1.3,333.0,7.1,324.0,2018-09-07 12:57:00,10.5,,,,,,,,
2018-09-08,1003.2,1004.6,2018-09-08 22:04:00,1001.8,2018-09-08 16:14:00,27.4,31.6,2018-09-08 11:27:00,24.6,2018-09-08 04:25:00,92.0,68.0,2018-09-08 11:28:00,1.0,5.0,6.8,348.0,2018-09-08 12:47:00,0.0,,,,,,,,
2018-09-09,1004.0,1005.9,2018-09-09 22:10:00,1002.2,2018-09-09 15:34:00,26.3,29.3,2018-09-09 13:01:00,24.4,2018-09-09 23:57:00,94.0,74.0,2018-09-09 13:01:00,3.1,12.0,13.6,27.0,2018-09-09 13:42:00,0.0,,,,,,,,
2018-09-10,1003.3,1005.4,2018-09-10 00:13:00,1001.5,2018-09-10 15:29:00,26.5,31.2,2018-09-10 12:36:00,22.9,2018-09-10 05:52:00,89.0,66.0,2018-09-10 11:11:00,2.5,19.0,9.7,9.0,2018-09-10 14:08:00,0.0,,,,,,,,
2018-09-11,1003.3,1005.4,2018-09-11 21:41:00,1001.0,2018-09-11 02:56:00,27.9,31.1,2018-09-11 15:58:00,25.1,2018-09-11 03:09:00,94.0,72.0,2018-09-11 15:10:00,1.3,220.0,4.9,323.0,2018-09-11 13:01:00,0.0,,,,,,,,
2018-09-12,1004.5,1005.7,2018-09-12 21:51:00,1002.6,2018-09-12 16:33:00,27.9,30.8,2018-09-12 10:10:00,25.8,2018-09-12 05:17:00,96.0,79.0,2018-09-12 09:46:00,1.3,14.0,6.7,11.0,2018-09-12 13:45:00,0.0,,,,,,,,
