觀測時間(hour),測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),降水量(mm),日照時數(hr),天全空日射量(MJ/㎡),TxSoil0cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm
2023-09-01 00:00:00,965.6,26.4,92.0,0.6,63.0,2.0,81.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 01:00:00,964.9,26.3,94.0,0.0,0.0,1.7,125.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 02:00:00,964.0,26.0,94.0,1.1,24.0,1.9,214.0,0.5,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 03:00:00,964.0,26.0,95.0,0.3,60.0,1.9,215.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 04:00:00,964.4,26.0,95.0,0.5,103.0,1.6,70.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 05:00:00,963.8,25.8,94.0,0.3,115.0,2.9,85.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 06:00:00,964.0,25.2,95.0,1.3,159.0,2.2,154.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 07:00:00,964.6,25.8,92.0,1.1,354.0,2.7,334.0,-999.6,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 08:00:00,964.6,28.0,80.0,1.0,41.0,3.8,29.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 09:00:00,965.0,28.8,77.0,1.8,301.0,3.0,284.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 10:00:00,965.3,30.4,70.0,1.1,352.0,3.2,310.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 11:00:00,965.4,30.5,72.0,2.3,269.0,4.4,265.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 12:00:00,965.0,31.5,68.0,2.2,297.0,4.7,280.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 13:00:00,964.6,31.4,70.0,3.3,293.0,6.2,285.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 14:00:00,964.0,30.4,75.0,2.2,299.0,6.3,292.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 15:00:00,963.6,28.6,87.0,0.9,280.0,4.9,354.0,6.5,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 16:00:00,963.8,28.5,85.0,1.8,219.0,4.7,218.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 17:00:00,964.3,26.5,89.0,0.7,236.0,4.9,221.0,1.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 18:00:00,964.6,25.9,95.0,0.0,0.0,2.1,325.0,0.5,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 19:00:00,964.6,26.8,90.0,2.2,131.0,3.7,132.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 20:00:00,964.9,26.5,91.0,0.4,341.0,3.6,129.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 21:00:00,965.6,26.3,91.0,0.6,95.0,2.1,81.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 22:00:00,965.5,26.3,90.0,0.7,180.0,2.0,99.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-01 23:00:00,965.2,25.7,92.0,0.8,121.0,3.1,135.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 00:00:00,964.6,25.8,92.0,1.1,160.0,2.8,149.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 01:00:00,964.0,25.3,95.0,0.9,152.0,2.0,69.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 02:00:00,963.4,25.1,95.0,0.4,69.0,1.9,61.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 03:00:00,962.8,24.8,95.0,0.6,171.0,1.5,62.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 04:00:00,962.8,24.8,96.0,1.1,91.0,1.7,262.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 05:00:00,963.5,25.1,94.0,0.7,206.0,1.8,71.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 06:00:00,963.8,25.0,94.0,1.0,186.0,1.7,156.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 07:00:00,964.3,25.7,92.0,1.1,143.0,1.9,112.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 08:00:00,964.6,27.4,84.0,0.6,305.0,2.1,161.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 09:00:00,965.0,28.6,80.0,1.5,17.0,2.9,27.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 10:00:00,964.7,29.8,73.0,0.8,17.0,2.7,20.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 11:00:00,964.3,28.8,79.0,1.4,346.0,4.2,344.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 12:00:00,964.0,28.3,84.0,2.4,291.0,4.7,287.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 13:00:00,963.0,29.9,76.0,1.8,267.0,4.0,271.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 14:00:00,962.7,30.7,74.0,1.7,266.0,3.7,309.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 15:00:00,962.1,31.3,70.0,1.8,273.0,4.1,294.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 16:00:00,961.5,32.0,69.0,0.7,338.0,3.7,277.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 17:00:00,961.7,31.5,70.0,0.6,313.0,2.5,5.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 18:00:00,962.1,30.8,75.0,0.8,334.0,3.3,308.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 19:00:00,962.4,29.9,77.0,0.2,0.0,1.6,57.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 20:00:00,962.8,29.1,84.0,1.0,132.0,2.2,120.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 21:00:00,963.0,28.3,88.0,0.4,32.0,2.3,149.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 22:00:00,962.4,28.2,87.0,0.0,0.0,1.9,81.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-02 23:00:00,962.9,27.7,90.0,1.1,105.0,1.7,212.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 00:00:00,962.5,27.0,93.0,0.6,287.0,2.4,12.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 01:00:00,961.7,27.1,93.0,1.3,134.0,3.3,126.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 02:00:00,961.3,27.2,91.0,0.9,126.0,2.3,111.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 03:00:00,961.1,27.2,89.0,0.3,121.0,2.4,123.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 04:00:00,960.8,26.9,92.0,0.9,137.0,1.9,122.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 05:00:00,960.3,26.8,91.0,1.0,162.0,2.1,145.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 06:00:00,960.1,26.6,91.0,0.8,122.0,2.4,138.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 07:00:00,959.8,26.8,89.0,0.7,162.0,1.9,120.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 08:00:00,959.6,27.5,85.0,0.4,56.0,2.4,117.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 09:00:00,959.5,27.7,85.0,0.6,289.0,1.6,327.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 10:00:00,958.6,27.5,87.0,0.7,236.0,1.7,161.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 11:00:00,957.9,27.4,87.0,0.7,223.0,1.9,193.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 12:00:00,957.3,27.3,90.0,0.3,328.0,2.9,115.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 13:00:00,954.7,27.0,93.0,0.7,197.0,2.5,11.0,0.5,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 14:00:00,954.1,27.1,92.0,0.7,270.0,1.7,313.0,0.5,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 15:00:00,953.2,26.8,95.0,1.1,28.0,2.1,131.0,0.5,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 16:00:00,952.3,26.1,91.0,2.2,69.0,5.6,7.0,0.5,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 17:00:00,951.2,25.8,90.0,1.9,62.0,6.7,35.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-03 18:00:00,950.4,26.0,88.0,3.5,69.0,9.0,61.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
