觀測時間(hour),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),日照時數(hour),全天空日射量(MJ/㎡),TxSoil0cm,TxSoil5cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm
2018-09-01,1004.2,1006.3,2018-09-01 00:10:00,1001.9,2018-09-01 16:02:00,27.9,32.3,2018-09-01 12:25:00,25.4,2018-09-01 06:12:00,77.0,56.0,2018-09-01 12:25:00,1.4,1.0,6.7,262.0,2018-09-01 14:51:00,0.0,,,,,,,,
2018-09-02,1001.5,1003.9,2018-09-02 00:11:00,999.0,2018-09-02 15:01:00,28.1,31.8,2018-09-02 12:09:00,25.3,2018-09-02 05:25:00,76.0,56.0,2018-09-02 11:54:00,1.4,172.0,7.4,298.0,2018-09-02 15:00:00,0.0,,,,,,,,
2018-09-03,1000.0,1001.4,2018-09-03 08:59:00,998.2,2018-09-03 16:35:00,28.1,31.9,2018-09-03 14:45:00,24.2,2018-09-03 05:52:00,74.0,52.0,2018-09-03 14:23:00,1.6,102.0,6.9,222.0,2018-09-03 15:28:00,0.0,,,,,,,,
2018-09-04,998.9,1000.1,2018-09-04 09:30:00,996.3,2018-09-04 15:14:00,28.8,33.1,2018-09-04 13:05:00,24.8,2018-09-04 05:52:00,76.0,58.0,2018-09-04 12:51:00,2.2,209.0,7.7,221.0,2018-09-04 15:41:00,0.0,,,,,,,,
2018-09-05,999.3,1000.8,2018-09-05 23:01:00,997.5,2018-09-05 14:43:00,28.7,32.9,2018-09-05 11:57:00,27.0,2018-09-05 23:44:00,81.0,61.0,2018-09-05 11:05:00,1.2,156.0,6.2,323.0,2018-09-05 14:13:00,0.0,,,,,,,,
2018-09-06,999.6,1001.0,2018-09-06 23:31:00,997.9,2018-09-06 14:09:00,27.4,31.5,2018-09-06 11:36:00,24.1,2018-09-06 16:20:00,83.0,63.0,2018-09-06 13:45:00,1.2,95.0,7.7,137.0,2018-09-06 16:14:00,12.5,,,,,,,,
2018-09-07,1000.3,1002.4,2018-09-07 20:27:00,998.1,2018-09-07 14:39:00,27.8,32.2,2018-09-07 11:33:00,23.7,2018-09-07 20:54:00,82.0,61.0,2018-09-07 11:33:00,1.2,58.0,7.8,132.0,2018-09-07 20:05:00,66.0,,,,,,,,
2018-09-08,1001.6,1002.9,2018-09-08 22:09:00,1000.2,2018-09-08 13:49:00,27.0,30.8,2018-09-08 12:24:00,24.3,2018-09-08 01:42:00,84.0,66.0,2018-09-08 10:47:00,1.3,326.0,8.6,332.0,2018-09-08 13:27:00,0.0,,,,,,,,
2018-09-09,1002.2,1004.2,2018-09-09 22:25:00,1000.2,2018-09-09 15:01:00,26.2,29.0,2018-09-09 13:13:00,24.3,2018-09-09 23:54:00,82.0,70.0,2018-09-09 13:06:00,3.7,352.0,11.5,6.0,2018-09-09 14:25:00,0.0,,,,,,,,
2018-09-10,1001.6,1003.6,2018-09-10 00:13:00,999.7,2018-09-10 15:22:00,26.2,30.9,2018-09-10 12:20:00,22.8,2018-09-10 06:35:00,78.0,60.0,2018-09-10 12:19:00,2.9,353.0,8.1,7.0,2018-09-10 16:24:00,0.0,,,,,,,,
