日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間
110/11/01,27.55,36.75,27.5,16.25,4863.5,20.5
110/11/02,32.92307692307692,44.684615384615384,32.43846153846154,23.707692307692305,2311.915384615385,20.97692307692308
110/11/03,29.60923076923077,39.76153846153846,29.315384615384612,19.984615384615385,2636.0384615384614,19.776923076923072
110/11/04,24.47,34.878571428571426,23.87142857142857,17.228571428571428,3088.714285714286,17.65
110/11/05,21.299999999999997,32.292307692307695,20.946153846153848,13.076923076923077,3563.646153846154,19.215384615384618
110/11/06,18.50714285714286,27.49285714285714,18.09285714285714,11.607142857142858,3074.714285714286,15.885714285714283
110/11/07,18.154545454545453,27.39090909090909,18.20909090909091,11.027272727272727,2345.7272727272725,16.363636363636363
110/11/08,18.4,24.6,18.9,11.25,7493.5,13.350000000000001
110/11/09,17.18285714285714,26.228571428571428,17.2,10.264285714285714,3050.078571428571,15.964285714285714
110/11/10,18.290714285714284,27.33571428571429,18.185714285714287,12.014285714285714,2762.442857142857,15.321428571428575
110/11/11,22.30666666666667,30.26666666666667,22.8,15.983333333333334,2940.5,14.283333333333335
110/11/12,18.02769230769231,28.115384615384617,17.707692307692305,10.761538461538462,3585.9538461538464,17.353846153846156
110/11/13,18.157857142857143,27.157142857142855,17.87142857142857,11.185714285714285,2666.0,15.97142857142857
110/11/14,18.59090909090909,26.872727272727275,18.71818181818182,11.9,1884.4545454545455,14.972727272727274
110/11/15,16.1,20.0,16.5,10.0,7052.5,10.0
110/11/16,16.85,23.557142857142857,17.164285714285715,11.450000000000001,2825.2285714285713,12.107142857142856
110/11/17,15.094615384615384,22.123076923076926,15.161538461538461,9.415384615384616,3545.3076923076924,12.70769230769231
110/11/18,13.953846153846154,22.523076923076925,12.86153846153846,8.046153846153846,3206.6153846153848,14.476923076923079
110/11/19,13.753846153846155,21.6,13.092307692307694,7.792307692307692,3623.6153846153848,13.80769230769231
