﻿觀測時間(hour),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),日照時數(hour),全天空日射量(MJ/㎡),TxSoil0cm,TxSoil5cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm
2018-09-01,985.5,987.6,2018-09-01 00:04:00,983.0,2018-09-01 16:05:00,26.4,31.4,2018-09-01 14:06:00,24.1,2018-09-01 18:05:00,77.0,55.0,2018-09-01 13:45:00,0.9,82.0,5.8,313.0,2018-09-01 16:33:00,0.5,,,,,,,,
2018-09-02,982.9,985.3,2018-09-03 00:00:00,980.6,2018-09-02 14:42:00,26.0,31.6,2018-09-02 13:19:00,23.1,2018-09-02 06:13:00,80.0,55.0,2018-09-02 13:19:00,0.9,118.0,5.5,298.0,2018-09-02 13:33:00,1.0,,,,,,,,
2018-09-03,981.5,982.7,2018-09-03 07:52:00,979.8,2018-09-03 16:12:00,26.8,31.4,2018-09-03 14:27:00,22.7,2018-09-03 04:52:00,72.0,52.0,2018-09-03 14:55:00,1.0,125.0,7.0,304.0,2018-09-03 13:33:00,0.0,,,,,,,,
2018-09-04,980.5,981.7,2018-09-04 09:30:00,978.0,2018-09-04 15:14:00,27.4,32.6,2018-09-04 11:32:00,23.5,2018-09-04 02:02:00,78.0,56.0,2018-09-04 11:22:00,1.0,76.0,6.2,198.0,2018-09-04 15:29:00,7.0,,,,,,,,
2018-09-05,980.8,982.4,2018-09-05 21:41:00,979.1,2018-09-05 14:49:00,26.6,32.1,2018-09-05 10:24:00,24.2,2018-09-05 15:17:00,87.0,61.0,2018-09-05 10:25:00,0.9,105.0,8.8,297.0,2018-09-05 14:44:00,10.0,,,,,,,,
2018-09-06,981.2,982.4,2018-09-06 23:28:00,979.8,2018-09-06 17:29:00,25.6,30.1,2018-09-06 11:44:00,22.5,2018-09-06 14:59:00,88.0,71.0,2018-09-06 11:55:00,0.8,126.0,6.7,198.0,2018-09-06 14:07:00,24.0,,,,,,,,
2018-09-07,981.8,983.8,2018-09-07 20:30:00,979.9,2018-09-07 14:44:00,25.8,31.6,2018-09-07 11:29:00,22.4,2018-09-07 20:59:00,85.0,56.0,2018-09-07 13:00:00,1.1,3.0,8.6,303.0,2018-09-07 13:30:00,32.0,,,,,,,,
2018-09-08,982.9,984.2,2018-09-08 21:46:00,981.6,2018-09-08 13:40:00,25.0,30.7,2018-09-08 12:08:00,22.7,2018-09-08 15:39:00,88.0,64.0,2018-09-08 12:08:00,1.0,7.0,8.1,137.0,2018-09-08 13:34:00,108.5,,,,,,,,
2018-09-09,983.4,985.3,2018-09-09 22:43:00,981.5,2018-09-09 15:36:00,25.2,28.3,2018-09-09 14:01:00,22.4,2018-09-09 05:01:00,86.0,72.0,2018-09-09 14:19:00,1.2,289.0,7.3,299.0,2018-09-09 11:35:00,0.0,,,,,,,,
2018-09-10,982.8,984.7,2018-09-10 00:21:00,981.3,2018-09-10 15:21:00,25.2,29.6,2018-09-10 14:35:00,22.0,2018-09-10 07:01:00,89.0,66.0,2018-09-10 13:24:00,0.6,53.0,4.6,342.0,2018-09-10 13:00:00,2.0,,,,,,,,
2018-09-11,983.1,985.0,2018-09-11 21:26:00,981.0,2018-09-11 02:24:00,26.1,29.5,2018-09-11 10:39:00,23.6,2018-09-11 01:32:00,87.0,64.0,2018-09-11 10:40:00,0.5,324.0,3.8,303.0,2018-09-11 13:25:00,0.0,,,,,,,,
2018-09-12,984.1,985.4,2018-09-12 22:08:00,982.3,2018-09-12 16:23:00,26.6,30.8,2018-09-12 11:25:00,23.6,2018-09-12 03:36:00,85.0,62.0,2018-09-12 11:26:00,1.0,315.0,5.2,299.0,2018-09-12 12:57:00,0.0,,,,,,,,
2018-09-13,983.9,985.4,2018-09-13 09:39:00,982.6,2018-09-13 15:53:00,27.3,31.8,2018-09-13 12:54:00,24.7,2018-09-13 03:26:00,85.0,61.0,2018-09-13 13:29:00,0.7,2.0,5.8,306.0,2018-09-13 16:04:00,0.0,,,,,,,,
2018-09-14,981.6,984.1,2018-09-14 08:28:00,979.1,2018-09-14 23:59:00,27.8,31.6,2018-09-14 12:32:00,25.2,2018-09-14 05:32:00,79.0,59.0,2018-09-14 12:42:00,0.7,96.0,6.2,325.0,2018-09-14 14:23:00,0.0,,,,,,,,
2018-09-15,975.8,979.1,2018-09-16 00:00:00,973.6,2018-09-15 15:10:00,26.1,28.1,2018-09-15 12:58:00,24.5,2018-09-15 08:25:00,75.0,60.0,2018-09-15 20:22:00,0.9,116.0,5.6,86.0,2018-09-15 22:09:00,0.0,,,,,,,,
2018-09-16,981.4,986.5,2018-09-16 23:42:00,975.6,2018-09-16 01:28:00,27.3,31.0,2018-09-16 15:00:00,24.4,2018-09-16 05:07:00,77.0,60.0,2018-09-16 11:39:00,0.9,7.0,5.0,2.0,2018-09-16 16:17:00,0.0,,,,,,,,
2018-09-17,987.6,990.6,2018-09-17 22:39:00,985.8,2018-09-17 02:11:00,26.5,32.4,2018-09-17 12:27:00,23.2,2018-09-17 15:59:00,84.0,55.0,2018-09-17 12:28:00,0.9,107.0,6.8,208.0,2018-09-17 15:16:00,95.0,,,,,,,,
2018-09-18,988.4,990.4,2018-09-18 00:09:00,986.3,2018-09-18 16:10:00,27.0,30.6,2018-09-18 11:21:00,24.4,2018-09-18 06:16:00,85.0,65.0,2018-09-18 10:46:00,1.1,288.0,9.0,321.0,2018-09-18 13:25:00,0.0,,,,,,,,
2018-09-19,986.8,988.3,2018-09-20 00:00:00,985.1,2018-09-19 16:05:00,27.2,32.2,2018-09-19 12:57:00,24.1,2018-09-19 05:52:00,81.0,56.0,2018-09-19 13:16:00,0.7,73.0,5.3,296.0,2018-09-19 13:28:00,0.5,,,,,,,,
2018-09-20,985.7,986.9,2018-09-20 21:16:00,984.0,2018-09-20 15:55:00,27.2,31.6,2018-09-20 13:45:00,24.5,2018-09-20 04:24:00,77.0,52.0,2018-09-20 10:39:00,0.7,111.0,4.3,319.0,2018-09-20 14:13:00,0.0,,,,,,,,
2018-09-21,986.8,989.1,2018-09-21 22:04:00,984.8,2018-09-21 15:55:00,27.4,31.9,2018-09-21 14:55:00,24.0,2018-09-21 05:54:00,73.0,52.0,2018-09-21 11:09:00,0.8,134.0,5.5,336.0,2018-09-21 13:08:00,0.0,,,,,,,,
2018-09-22,988.4,989.9,2018-09-22 23:17:00,986.7,2018-09-22 15:20:00,27.4,31.2,2018-09-22 12:49:00,24.0,2018-09-22 06:00:00,73.0,55.0,2018-09-22 12:50:00,1.3,304.0,7.9,302.0,2018-09-22 14:02:00,0.0,,,,,,,,
2018-09-23,987.4,989.5,2018-09-23 00:01:00,985.1,2018-09-23 15:17:00,26.3,32.1,2018-09-23 11:42:00,22.8,2018-09-23 16:10:00,79.0,46.0,2018-09-23 11:40:00,1.0,90.0,6.9,7.0,2018-09-23 16:00:00,11.0,,,,,,,,
