﻿觀測時間(hour),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),日照時數(hour),全天空日射量(MJ/㎡),TxSoil0cm,TxSoil5cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm
2018-09-01,991.9,993.9,2018-09-01 00:08:00,989.6,2018-09-01 15:54:00,26.9,32.7,2018-09-01 14:25:00,22.2,2018-09-01 18:01:00,79.0,53.0,2018-09-01 14:25:00,0.9,81.0,7.8,334.0,2018-09-01 17:44:00,18.5,,,,,,,,
2018-09-02,989.3,991.6,2018-09-02 00:01:00,986.9,2018-09-02 14:50:00,27.1,31.6,2018-09-02 13:13:00,24.2,2018-09-02 04:08:00,79.0,58.0,2018-09-02 13:30:00,0.9,149.0,7.7,283.0,2018-09-02 14:33:00,0.5,,,,,,,,
2018-09-03,987.8,989.2,2018-09-03 00:08:00,986.1,2018-09-03 16:49:00,27.5,31.8,2018-09-03 14:56:00,23.9,2018-09-03 05:06:00,73.0,52.0,2018-09-03 14:57:00,1.4,143.0,6.7,268.0,2018-09-03 13:15:00,0.0,,,,,,,,
2018-09-04,986.7,987.9,2018-09-04 09:55:00,984.3,2018-09-04 15:08:00,28.5,32.9,2018-09-04 12:47:00,25.4,2018-09-04 05:43:00,76.0,57.0,2018-09-04 12:34:00,1.8,139.0,6.4,219.0,2018-09-04 15:21:00,0.0,,,,,,,,
2018-09-05,987.2,988.7,2018-09-05 21:33:00,985.5,2018-09-05 13:55:00,27.7,32.9,2018-09-05 13:25:00,23.9,2018-09-05 14:38:00,83.0,63.0,2018-09-05 13:21:00,0.9,6.0,12.6,56.0,2018-09-05 14:22:00,30.0,,,,,,,,
2018-09-06,987.5,988.8,2018-09-06 23:30:00,985.9,2018-09-06 14:01:00,26.4,31.5,2018-09-06 12:42:00,22.4,2018-09-06 15:41:00,85.0,65.0,2018-09-06 11:54:00,1.1,5.0,8.6,141.0,2018-09-06 14:26:00,110.5,,,,,,,,
2018-09-07,988.2,990.4,2018-09-07 20:26:00,986.3,2018-09-07 14:42:00,26.3,32.1,2018-09-07 12:40:00,22.8,2018-09-07 20:27:00,86.0,58.0,2018-09-07 12:40:00,0.9,43.0,9.2,127.0,2018-09-07 14:19:00,46.5,,,,,,,,
2018-09-08,989.3,990.7,2018-09-08 21:56:00,988.0,2018-09-08 13:40:00,26.2,31.5,2018-09-08 12:00:00,24.0,2018-09-08 01:04:00,86.0,62.0,2018-09-08 12:43:00,1.0,336.0,7.8,331.0,2018-09-08 13:30:00,7.5,,,,,,,,
2018-09-09,990.0,991.8,2018-09-09 22:34:00,988.1,2018-09-09 15:41:00,25.8,29.0,2018-09-09 13:46:00,23.7,2018-09-09 05:14:00,84.0,69.0,2018-09-09 13:47:00,1.4,10.0,6.7,310.0,2018-09-09 14:04:00,0.0,,,,,,,,
2018-09-10,989.3,991.3,2018-09-10 00:10:00,987.6,2018-09-10 15:25:00,25.9,31.0,2018-09-10 13:28:00,22.7,2018-09-10 06:43:00,83.0,63.0,2018-09-10 13:28:00,1.0,13.0,5.3,330.0,2018-09-10 07:03:00,0.0,,,,,,,,
2018-09-11,989.5,991.5,2018-09-11 21:49:00,987.3,2018-09-11 02:25:00,26.8,29.7,2018-09-11 11:27:00,24.3,2018-09-11 01:46:00,84.0,69.0,2018-09-11 11:20:00,1.3,6.0,5.6,179.0,2018-09-11 02:09:00,0.0,,,,,,,,
2018-09-12,990.5,991.9,2018-09-12 22:07:00,988.8,2018-09-12 16:28:00,27.2,31.7,2018-09-12 11:42:00,24.5,2018-09-12 03:33:00,84.0,61.0,2018-09-12 11:43:00,1.1,348.0,5.6,332.0,2018-09-12 12:56:00,0.0,,,,,,,,
2018-09-13,990.3,991.7,2018-09-13 10:08:00,989.2,2018-09-13 16:41:00,28.0,31.9,2018-09-13 14:06:00,25.3,2018-09-13 04:24:00,83.0,64.0,2018-09-13 12:23:00,1.1,16.0,5.8,288.0,2018-09-13 14:50:00,0.0,,,,,,,,
2018-09-14,988.0,990.4,2018-09-14 08:37:00,985.6,2018-09-15 00:00:00,28.5,31.9,2018-09-14 13:27:00,26.0,2018-09-14 06:10:00,78.0,59.0,2018-09-14 13:31:00,1.1,169.0,5.6,9.0,2018-09-14 14:24:00,0.0,,,,,,,,
2018-09-15,982.1,985.5,2018-09-15 00:01:00,979.8,2018-09-15 15:12:00,26.4,28.1,2018-09-15 13:23:00,25.1,2018-09-15 06:23:00,81.0,66.0,2018-09-15 21:56:00,0.9,124.0,4.4,13.0,2018-09-15 19:37:00,0.0,,,,,,,,
2018-09-16,987.9,992.8,2018-09-17 00:00:00,982.0,2018-09-16 01:22:00,27.6,31.6,2018-09-16 11:07:00,24.6,2018-09-16 05:50:00,76.0,60.0,2018-09-16 11:11:00,1.3,3.0,5.9,2.0,2018-09-16 11:45:00,0.0,,,,,,,,
2018-09-17,993.9,997.1,2018-09-17 22:43:00,992.2,2018-09-17 15:01:00,27.5,32.8,2018-09-17 13:40:00,24.9,2018-09-17 07:06:00,83.0,56.0,2018-09-17 13:43:00,1.0,11.0,4.9,266.0,2018-09-17 13:44:00,15.5,,,,,,,,
2018-09-18,994.9,996.9,2018-09-18 00:15:00,992.8,2018-09-18 16:26:00,27.7,30.8,2018-09-18 10:42:00,25.5,2018-09-18 05:41:00,84.0,66.0,2018-09-18 10:55:00,1.6,5.0,8.3,342.0,2018-09-18 12:25:00,0.0,,,,,,,,
2018-09-19,993.2,994.7,2018-09-19 00:03:00,991.5,2018-09-19 16:03:00,27.8,32.7,2018-09-19 13:52:00,25.0,2018-09-19 04:50:00,82.0,57.0,2018-09-19 13:17:00,0.8,188.0,4.9,290.0,2018-09-19 15:26:00,2.5,,,,,,,,
2018-09-20,992.1,993.2,2018-09-20 21:11:00,990.5,2018-09-20 15:55:00,27.9,31.3,2018-09-20 11:59:00,25.0,2018-09-20 05:38:00,76.0,60.0,2018-09-20 15:31:00,1.0,143.0,4.4,200.0,2018-09-20 09:36:00,0.0,,,,,,,,
2018-09-21,993.2,995.4,2018-09-21 21:54:00,991.3,2018-09-21 15:58:00,28.1,32.6,2018-09-21 13:42:00,24.8,2018-09-21 05:51:00,73.0,52.0,2018-09-21 14:23:00,0.9,304.0,6.0,317.0,2018-09-21 16:43:00,0.0,,,,,,,,
2018-09-22,994.9,996.2,2018-09-22 23:32:00,993.5,2018-09-22 15:27:00,28.2,32.2,2018-09-22 12:06:00,24.3,2018-09-22 06:06:00,71.0,53.0,2018-09-22 12:19:00,1.5,23.0,7.2,342.0,2018-09-22 14:54:00,0.0,,,,,,,,
2018-09-23,993.8,995.9,2018-09-23 00:01:00,991.4,2018-09-23 15:22:00,27.5,33.0,2018-09-23 12:55:00,23.2,2018-09-23 23:03:00,78.0,50.0,2018-09-23 12:58:00,1.1,149.0,6.6,145.0,2018-09-23 16:30:00,12.5,,,,,,,,
2018-09-24,989.6,992.7,2018-09-24 00:26:00,987.4,2018-09-24 15:42:00,26.6,31.2,2018-09-24 14:31:00,23.3,2018-09-24 06:33:00,81.0,60.0,2018-09-24 14:14:00,1.2,5.0,7.4,330.0,2018-09-24 15:49:00,0.5,,,,,,,,
2018-09-25,987.5,988.9,2018-09-25 00:01:00,985.3,2018-09-25 15:53:00,27.1,31.7,2018-09-25 11:30:00,23.2,2018-09-25 04:32:00,75.0,59.0,2018-09-25 12:15:00,0.9,1.0,5.8,327.0,2018-09-25 15:34:00,0.0,,,,,,,,
2018-09-26,987.5,988.8,2018-09-26 09:42:00,985.7,2018-09-26 14:55:00,25.7,30.0,2018-09-26 13:15:00,23.2,2018-09-26 06:21:00,77.0,60.0,2018-09-26 13:14:00,1.6,5.0,8.0,21.0,2018-09-26 17:18:00,0.0,,,,,,,,
2018-09-27,987.6,989.2,2018-09-27 08:06:00,985.7,2018-09-27 15:16:00,25.8,31.1,2018-09-27 13:56:00,22.8,2018-09-27 04:18:00,77.0,57.0,2018-09-27 13:57:00,1.6,4.0,8.1,326.0,2018-09-27 15:57:00,0.0,,,,,,,,
2018-09-28,987.1,988.6,2018-09-28 00:01:00,985.2,2018-09-28 15:40:00,25.1,28.4,2018-09-28 12:49:00,22.9,2018-09-28 05:43:00,81.0,68.0,2018-09-28 12:49:00,1.7,13.0,7.2,325.0,2018-09-28 15:59:00,0.0,,,,,,,,
2018-09-29,986.4,989.0,2018-09-29 21:45:00,984.3,2018-09-29 14:22:00,24.9,29.0,2018-09-29 13:43:00,22.3,2018-09-29 04:53:00,68.0,41.0,2018-09-29 23:09:00,2.6,8.0,8.1,2.0,2018-09-29 00:50:00,0.0,,,,,,,,
2018-09-30,990.1,992.8,2018-09-30 23:02:00,987.7,2018-09-30 03:35:00,25.2,30.6,2018-09-30 14:09:00,21.0,2018-09-30 04:19:00,65.0,52.0,2018-09-30 14:09:00,0.8,4.0,5.5,308.0,2018-09-30 15:36:00,0.0,,,,,,,,
2018-10-01,993.1,994.7,2018-10-01 21:56:00,991.7,2018-10-01 15:20:00,26.0,30.1,2018-10-01 13:18:00,22.3,2018-10-01 02:37:00,71.0,48.0,2018-10-01 16:04:00,0.9,63.0,6.0,351.0,2018-10-01 14:11:00,0.0,,,,,,,,
2018-10-02,994.2,996.1,2018-10-02 10:15:00,992.5,2018-10-02 14:52:00,24.6,29.7,2018-10-02 14:24:00,20.6,2018-10-02 23:26:00,71.0,50.0,2018-10-02 14:47:00,1.1,9.0,7.3,291.0,2018-10-02 14:15:00,0.0,,,,,,,,
2018-10-03,993.4,995.3,2018-10-03 09:19:00,991.1,2018-10-03 15:10:00,23.8,29.4,2018-10-03 15:00:00,19.6,2018-10-03 05:12:00,72.0,42.0,2018-10-03 14:26:00,1.0,4.0,7.1,340.0,2018-10-03 16:29:00,0.0,,,,,,,,
2018-10-04,990.8,993.4,2018-10-04 00:01:00,989.0,2018-10-04 14:21:00,22.7,27.0,2018-10-04 12:13:00,20.5,2018-10-04 02:28:00,76.0,55.0,2018-10-04 12:14:00,2.5,1.0,10.7,352.0,2018-10-04 16:28:00,0.0,,,,,,,,
2018-10-05,990.4,993.3,2018-10-05 23:10:00,988.5,2018-10-05 14:37:00,23.9,28.5,2018-10-05 13:15:00,20.6,2018-10-05 04:45:00,69.0,51.0,2018-10-05 11:56:00,1.8,6.0,10.9,341.0,2018-10-05 12:34:00,0.0,,,,,,,,
2018-10-06,993.6,995.2,2018-10-06 22:56:00,992.3,2018-10-06 02:05:00,25.7,30.0,2018-10-06 15:07:00,21.5,2018-10-06 05:41:00,71.0,55.0,2018-10-06 15:02:00,0.8,34.0,4.8,288.0,2018-10-06 16:40:00,0.0,,,,,,,,
